Cust_No,Target,Birth_Place,Gender,Age,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
1626,0,330621,1,56,946.92,10000,0,2,2,0,0,0,0,1,1,0,0,0,0
1627,0,330621,0,30,342.58,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,0,330621,1,38,3203.31,20000,520000,12,6,2,2104,4,1,4,4,0,0,0,0
1629,0,330621,1,51,1911.41,18000,300000,2,1,0,0,0,0,1,1,0,0,0,0
1630,0,330621,1,41,178.25,10000,0,6,5,0,0,0,0,0,0,0,0,0,0
1631,0,330621,1,52,13108.7,20000,800000,10,2,0,0,0,0,2,2,0,0,0,0
1632,0,362334,0,43,0,10000,0,1,1,1,634,3,1,2,2,1,1151,7,1
1633,0,330621,1,26,10.68,10000,128005.93,5,5,2,1480,7,2,0,0,0,0,0,0
1634,0,330621,1,37,189.41,20000,240000,7,5,3,772,18,1,2,2,0,0,0,0
1635,0,330621,0,37,473.96,15000,0,12,8,8,6342,10,2,6,4,3,22942,4,2
1636,0,330625,1,55,1804.09,30000,400000,4,3,1,0,2,1,1,1,0,0,0,0
1637,0,330621,1,62,646.4,10000,180000,2,2,1,1130,32,3,2,2,0,0,0,0
1638,0,330602,1,50,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,0,330621,0,28,22134.94,20000,300000,9,6,4,1137,14,1,1,1,0,0,0,0
1640,0,330621,1,42,0,5000,0,2,2,1,0,1,1,0,0,0,0,0,0
1641,0,330121,0,49,475.1,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
1642,0,330621,1,43,4034.13,20000,0,6,5,2,1349,6,1,0,0,0,0,0,0
1643,0,330621,1,51,1508.49,20000,250000,1,1,1,1840,4,1,2,2,1,5887,5,1
1644,0,330621,1,55,160.06,20000,300000,1,1,1,0,2,1,0,0,0,0,0,0
1645,0,330621,1,48,939.22,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,0,330621,1,31,0,20000,0,3,2,0,0,0,0,2,2,0,0,0,0
1647,0,330621,1,45,4070.22,50000,0,1,1,1,1509,18,1,0,0,1,7325,4,1
1648,0,330621,1,34,321.02,20000,100000,15,9,2,914,4,1,0,0,0,0,0,0
1649,0,330621,1,42,15.88,20000,0,4,4,1,1999,3,1,1,1,2,7287,13,1
1650,0,330621,1,40,39.75,100,1800000,7,4,1,103,9,1,9,2,2,494,9,1
1651,0,330621,1,61,6541.17,20000,0,2,1,1,491,5,1,0,0,0,0,0,0
1652,0,320326,0,49,0,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
1653,0,330621,0,50,1590566.86,5000,0,2,1,1,759,5,1,0,0,0,0,0,0
1654,0,330621,1,31,3.75,10000,0,4,3,0,0,0,0,0,0,0,0,0,0
1655,0,330621,1,39,192.47,20000,600000,12,5,2,5755,6,1,1,1,0,0,0,0
1656,0,342201,1,38,1028.78,10000,40142.61,2,2,0,0,0,0,2,2,0,0,0,0
1657,0,330621,1,44,800.44,20000,177936.76,3,3,2,0,7,2,3,3,4,299659,6,1
1658,0,330621,1,56,0,20000,0,4,3,1,129,1,1,0,0,0,0,0,0
1659,0,330621,0,40,2088.11,20000,0,3,3,0,0,0,0,1,1,1,24,2,1
1660,0,330621,1,45,122.01,10000,0,8,6,4,354,4,1,0,0,0,0,0,0
1661,0,330621,0,55,11268.71,20000,400000,1,1,1,166,2,1,1,1,0,0,0,0
1662,0,330621,1,53,451.4,20000,300000,4,3,2,431,2,1,2,2,0,0,0,0
1663,0,330621,0,37,0,10000,0,12,8,2,0,4,2,2,1,2,25161,10,4
1664,0,330682,1,33,123.25,20000,0,17,10,7,22993,13,1,1,1,0,0,0,0
1665,0,330621,1,60,536.27,10000,80000,2,2,1,567,2,1,1,1,0,0,0,0
1666,0,330602,1,50,5226.34,20000,0,2,2,1,1137,8,1,0,0,0,0,0,0
1667,0,330621,1,39,77.04,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,0,330621,1,44,215.2,5000,0,2,2,1,524,11,1,0,0,0,0,0,0
1669,0,330621,1,42,8253.97,20000,1000000,1,1,0,0,0,0,1,1,0,0,0,0
1670,0,330621,0,39,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,0,413027,1,35,5152.99,20000,206391.32,9,7,2,5150,2,1,3,3,0,0,0,0
1672,0,330621,1,37,782.29,10000,174559.79,0,0,0,0,0,0,0,0,0,0,0,0
1673,0,330621,1,53,483.26,5000,1400000,2,2,2,5016,32,4,2,2,1,6819,30,1
1674,0,330621,1,32,0,15000,0,1,1,0,0,0,0,0,0,0,0,0,0
1675,0,330621,1,53,33859.89,100000,600000,1,1,0,0,0,0,2,2,0,0,0,0
1676,1,330621,1,39,665.48,20000,1300000,8,8,4,5573,20,2,6,6,0,0,0,0
1677,0,330621,1,40,679.89,20000,600000,7,5,3,956,6,1,3,2,2,8471,2,1
1678,0,330621,1,28,38.67,10000,100000,1,1,1,0,2,1,1,1,0,0,0,0
1679,0,330621,1,39,6.07,12000,520000,3,2,2,6463,42,2,2,2,1,2550,12,1
1680,0,330621,1,46,6123.44,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,0,330621,1,33,394.05,5000,600000,8,5,5,1454,40,2,2,2,0,0,0,0
1682,0,330621,1,57,1877.91,20000,600000,15,6,3,2181,30,2,1,1,0,0,0,0
1683,0,330621,1,54,98.9,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
1684,0,520202,0,47,194.73,10000,0,12,8,0,0,0,0,0,0,0,0,0,0
1685,0,330621,0,29,20438.24,10000,209179.76,1,1,0,0,0,0,1,1,0,0,0,0
1686,0,330621,1,55,7555.28,10000,150000,10,6,0,0,0,0,1,1,0,0,0,0
1687,0,330621,1,55,1113.68,10000,1140000,5,4,0,0,0,0,2,1,0,0,0,0
1688,0,330621,0,44,324275.6,20000,0,5,3,2,1361,2,1,2,2,0,0,0,0
1689,0,330621,1,42,513.17,20000,160000,11,7,1,0,2,1,2,2,0,0,0,0
1690,0,330621,1,43,2496.57,20000,680000,4,3,2,645,6,1,2,2,0,0,0,0
1691,0,330621,1,58,20154.8,5000,400000,1,1,1,0,2,1,1,1,0,0,0,0
1692,0,330621,1,48,80085.81,10000,0,3,2,2,0,2,1,0,0,0,0,0,0
1693,0,330621,0,49,20548.22,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,0,330621,0,26,3085.53,5000,100000,3,3,0,0,0,0,1,1,0,0,0,0
1695,0,330621,0,31,311.82,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,0,339005,1,41,79592.73,30000,200000,9,5,0,0,0,0,3,2,0,0,0,0
1697,0,330621,1,59,2634.45,5000,50000,3,3,2,43,5,1,0,0,0,0,0,0
1698,0,330602,0,33,200.93,20000,140000,33,15,1,1196,2,1,12,6,0,0,0,0
1699,0,330105,1,37,480.37,10000,200000,2,1,0,0,0,0,1,1,0,0,0,0
1700,0,330621,1,42,761.93,20000,400000,5,3,1,27,2,1,5,4,0,0,0,0
1701,0,330621,0,29,55524.31,20000,580000,11,8,0,0,0,0,1,1,0,0,0,0
1702,0,330682,1,31,487.57,30000,0,12,8,1,0,2,1,3,3,1,633,1,1
1703,0,330624,0,34,88.26,20000,0,3,3,2,0,2,1,1,1,1,0,1,1
1704,0,330621,1,53,4962.7,10000,300000,1,1,0,0,0,0,1,1,0,0,0,0
1705,0,330621,1,46,577.58,10000,20000,4,3,0,0,0,0,1,1,0,0,0,0
1706,0,330621,1,52,52198.71,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,0,330621,1,29,309.25,20000,80000,5,2,0,0,0,0,1,1,0,0,0,0
1708,0,330621,1,47,1868.11,10000,0,3,2,1,611,4,1,1,1,0,0,0,0
1709,0,330602,1,52,37909.73,20000,240000,4,4,0,0,0,0,2,2,1,0,1,1
1710,0,330621,1,39,155.46,5000,1040000,6,5,3,5351,66,4,1,1,1,654008,10,5
1711,0,330621,0,37,2238.28,20000,1600000,5,4,4,227,16,1,1,1,0,0,0,0
1712,0,330621,1,56,3492.17,5000,600000,1,1,0,0,0,0,2,2,0,0,0,0
1713,0,330621,1,37,350.53,5000,160000,7,5,3,175,8,1,1,1,0,0,0,0
1714,0,330621,0,41,3196.78,20000,0,4,3,1,1276,4,2,0,0,0,0,0,0
1715,0,330621,1,49,134.22,5000,200000,2,2,2,1404,16,2,1,1,0,0,0,0
1716,0,330621,1,47,4311.23,10000,200000,1,1,1,0,3,1,1,1,0,0,0,0
1717,0,330621,0,49,0.13,20000,0,12,6,2,0,1,1,0,0,0,0,0,0
1718,0,330621,0,41,2022.94,10000,193333.2,0,0,0,0,0,0,0,0,0,0,0,0
1719,0,330621,1,43,2446.52,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
1720,0,332522,1,34,288.14,15000,59659.6,13,9,3,0,3,1,1,1,0,0,0,0
1721,0,330621,1,45,2992.45,20000,6750000,6,5,3,1968,135,2,3,2,2,315174,45,2
1722,0,330621,1,54,92.95,8000,160000,1,1,0,0,0,0,1,1,0,0,0,0
1723,0,330624,1,36,2300.27,100,400000,4,3,0,0,0,0,3,2,0,0,0,0
1724,0,330621,1,43,2795.34,5000,560000,4,3,1,300,14,2,3,3,1,114277,2,1
1725,0,330621,1,35,5794.2,5000,423384.41,12,6,7,15595,23,3,1,1,1,4458,1,1
1726,0,330621,1,55,1062.85,15000,800000,8,6,4,4361,34,3,2,2,1,28211,16,3
1727,0,330621,0,41,592,10000,90026.34,11,7,1,0,1,1,1,1,0,0,0,0
1728,0,330621,1,37,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,0,330621,1,46,0,10000,0,6,4,2,88,5,1,0,0,0,0,0,0
1730,0,330621,1,39,3482.7,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,0,330621,1,35,7778.48,5000,0,5,4,2,549,10,2,0,0,0,0,0,0
1732,0,330621,1,41,26.01,10000,600000,4,3,4,901,22,1,3,3,0,0,0,0
1733,0,330621,0,30,186.32,5000,0,8,7,2,501,2,1,1,1,0,0,0,0
1734,0,330621,0,42,1010.11,10000,100000,5,4,1,60,1,2,1,1,1,0,1,1
1735,0,330621,1,43,1117.95,10000,800000,7,5,2,759,12,1,3,3,0,0,0,0
1736,0,330602,1,41,0,5000,0,2,2,1,107,2,1,0,0,0,0,0,0
1737,0,330621,0,30,1500.57,8000,400000,3,2,0,0,0,0,1,1,0,0,0,0
1738,0,360428,1,39,32105.43,30000,304879.13,10,6,3,1063,4,1,3,3,0,0,0,0
1739,0,632123,0,35,8144.47,0,1080000,11,7,1,0,4,1,5,3,0,0,0,0
1740,0,330602,1,56,90.21,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,0,330323,1,44,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,0,330621,1,31,79.02,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,0,330621,0,41,630.96,40000,0,4,3,3,858,21,2,0,0,0,0,0,0
1744,0,330621,1,33,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,0,330602,1,41,1.04,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,0,330621,1,27,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,0,330621,1,28,1212.19,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,0,330621,1,41,253.24,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,0,330621,1,34,6.59,10000,0,2,2,1,8841,4,3,0,0,0,0,0,0
1750,0,412902,1,44,1090.82,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
1751,0,330382,1,36,367.36,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,0,330621,1,40,0,50000,0,4,3,1,4086,8,1,2,2,1,1023,3,1
1753,0,330602,1,26,3.45,5000,0,0,0,1,1292,2,2,0,0,0,0,0,0
1754,0,330621,1,42,3553.21,20000,0,11,4,1,240,2,1,1,1,0,0,0,0
1755,0,330621,0,38,128997.03,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,0,330825,1,33,50.01,20000,0,3,2,0,0,0,0,0,0,0,0,0,0
1757,0,530326,0,34,0,6000,0,1,1,0,0,0,0,0,0,0,0,0,0
1758,0,330621,1,44,56.57,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,0,330621,1,29,4.03,20000,0,3,2,0,0,0,0,0,0,0,0,0,0
1760,0,330621,1,23,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,0,330621,1,29,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,0,330623,1,43,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,0,330621,0,50,425.32,15000,0,2,2,0,0,0,0,1,1,0,0,0,0
1764,0,330621,0,30,0.97,5000,0,7,6,0,0,0,0,1,1,0,0,0,0
1765,0,330104,1,50,0.08,100,0,4,3,1,125,1,1,0,0,0,0,0,0
1766,0,330621,1,27,117091.89,20000,0,4,3,0,0,0,0,0,0,0,0,0,0
1767,0,330602,0,28,0.94,10000,0,4,3,1,1250,3,1,2,1,0,0,0,0
1768,0,330621,0,32,9.19,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,0,330621,1,28,111.39,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,0,330621,1,26,344.12,10000,30876.94,6,5,0,0,0,0,2,2,0,0,0,0
1771,0,330621,1,33,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,0,330602,1,41,0,10000,0,9,5,2,158,7,1,0,0,0,0,0,0
1773,0,330726,0,39,0,20000,0,5,5,5,0,7,1,6,1,0,0,0,0
1774,0,330621,1,32,79.31,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,0,330621,0,32,0.02,10000,0,7,5,1,0,1,1,0,0,0,0,0,0
1776,0,330621,1,29,49.4,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,1,330602,0,40,4692.08,10000,698375.66,0,0,0,0,0,0,0,0,0,0,0,0
1778,0,330621,0,45,1.47,2000,0,4,3,2,601,8,2,3,2,2,489432,10,7
1779,0,330621,0,37,1212618.05,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
1780,0,330621,0,37,409.4,10000,0,3,3,0,0,0,0,0,0,0,0,0,0
1781,0,330621,0,29,13.26,15000,0,2,2,0,0,0,0,0,0,0,0,0,0
1782,0,330621,1,30,0,10000,0,11,6,2,279,2,1,0,0,0,0,0,0
1783,0,330621,1,49,24601.54,7000,0,1,1,0,0,0,0,0,0,0,0,0,0
1784,0,330621,1,25,0,10000,0,6,6,0,0,0,0,0,0,0,0,0,0
1785,0,330821,1,27,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,1,330621,1,29,54.91,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,0,339005,1,43,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,0,330621,1,30,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,0,330621,1,27,0.02,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,0,330621,1,42,61.09,15000,0,4,3,1,0,2,1,0,0,0,0,0,0
1791,0,330621,1,44,21891.27,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,0,330621,1,35,0,2000,0,14,7,3,1655,2,1,0,0,1,3333,1,1
1793,0,420624,1,48,121843.62,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
1794,0,330621,1,25,106.64,15000,11105.9,0,0,0,0,0,0,0,0,0,0,0,0
1795,0,330621,0,27,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,1,330602,1,44,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,330621,0,24,0,12000,0,4,3,1,0,1,1,1,1,0,0,0,0
1798,0,330621,1,26,2532.14,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
1799,0,330621,1,32,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,1,330621,1,46,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,0,330621,1,26,23.79,8000,0,2,2,1,0,1,1,0,0,0,0,0,0
1802,0,330623,0,46,210.77,50000,0,4,3,3,10535,24,2,0,0,0,0,0,0
1803,0,330621,0,30,180.24,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,0,330621,1,37,0.5,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
1805,0,330621,1,32,101.72,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,0,330621,0,32,30000.88,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
1807,0,330623,1,39,15191.02,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,0,330621,1,37,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0,330621,1,31,0.34,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,0,330621,0,32,13.57,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,0,330621,1,26,0,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
1812,0,330621,0,32,0.44,10000,0,4,2,1,57,5,1,0,0,0,0,0,0
1813,0,330621,1,42,897.89,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,0,330621,1,30,0.64,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,0,330602,1,23,50.91,6000,700000,5,5,0,0,0,0,3,2,0,0,0,0
1816,0,360429,1,30,0.11,2000,0,6,4,2,265,5,1,1,1,0,0,0,0
1817,0,330621,0,22,47.92,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,0,330782,1,30,0.01,10000,0,12,8,4,0,3,1,1,1,0,0,0,0
1819,0,330621,1,24,0.08,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
1820,0,330621,1,23,0.14,3000,40000,5,4,0,0,0,0,2,2,0,0,0,0
1821,0,330621,1,43,29317.93,10000,0,3,2,2,5175,160,4,1,1,0,0,0,0
1822,0,330621,0,28,69.99,10000,0,9,7,6,26639,7,3,1,1,1,17085,2,1
1823,0,330602,1,29,842.34,3000,140142.01,0,0,0,0,0,0,0,0,0,0,0,0
1824,0,330621,0,33,149.12,10000,100000,9,6,3,1447,12,2,2,2,0,0,0,0
1825,0,330621,1,28,28461.58,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,330621,1,43,6383.51,6000,0,1,1,0,0,0,0,0,0,0,0,0,0
1827,0,330621,1,33,0.24,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0,330621,1,27,2.78,10000,0,6,3,0,0,0,0,0,0,0,0,0,0
1829,0,330621,1,38,32402.8,20000,0,3,2,1,0,2,1,2,2,0,0,0,0
1830,0,330621,1,35,20.34,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,330621,1,32,13854.54,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,0,330621,1,52,12401.48,5000,1540000,1,1,0,0,0,0,2,2,0,0,0,0
1833,0,330621,1,30,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,0,330621,1,36,175.16,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,330621,1,29,0,10000,0,2,2,2,97,4,3,0,0,0,0,0,0
1836,0,339005,1,26,12.9,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,0,330602,1,50,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,0,330621,1,31,65.13,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,0,350582,1,29,305.98,8000,0,9,5,1,541,1,1,4,4,1,4459,1,1
1840,0,330621,1,48,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,0,330621,1,42,0,15000,0,9,7,6,930,12,1,0,0,0,0,0,0
1842,0,330621,0,33,915.16,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0,130105,0,33,56.29,20000,0,7,5,0,0,0,0,0,0,0,0,0,0
1844,0,330621,1,28,6881.47,10000,355308.65,6,4,0,0,0,0,1,1,1,4590,1,1
1845,0,210302,1,55,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,0,330621,1,28,70084.91,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,330621,0,36,813.74,30000,0,4,3,0,0,0,0,2,1,0,0,0,0
1848,0,511521,1,33,123.05,5000,96618.42,4,3,0,0,0,0,8,6,0,0,0,0
1849,0,330621,0,23,0.03,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,0,330621,1,56,1519863.18,300000,0,3,2,0,0,0,0,0,0,0,0,0,0
1851,0,330621,1,48,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,0,330621,1,35,709.14,10000,340000,2,2,2,2035,26,2,2,1,0,0,0,0
1853,0,330621,1,44,60.35,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0,330621,0,31,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,0,339011,0,41,23974.06,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,0,330121,0,48,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,0,339005,1,27,100.33,6000,0,1,1,1,39,3,1,0,0,0,0,0,0
1858,0,330602,0,40,0,20000,0,7,4,1,81,2,1,0,0,0,0,0,0
1859,0,360302,0,33,67161.72,10000,412244.97,1,1,0,0,0,0,0,0,0,0,0,0
1860,0,330621,1,69,13705.07,10000,0,2,2,1,1400,1,1,0,0,0,0,0,0
1861,0,330621,0,28,603240.63,10000,0,4,3,1,314,1,1,0,0,0,0,0,0
1862,0,330621,1,37,29.04,10000,0,15,9,0,0,0,0,1,1,0,0,0,0
1863,0,330621,1,46,6398.27,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,0,330621,0,29,354.24,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,0,330621,1,40,5261.6,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,0,330621,1,26,12.73,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,0,330602,1,56,389.86,30000,10260000,19,12,5,9111,171,1,19,5,6,284823,133,7
1868,0,330621,1,30,0.01,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,0,330621,1,27,0.87,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,0,330621,1,31,192.99,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,0,330621,0,31,2079.58,30000,110000,10,7,0,0,0,0,2,2,0,0,0,0
1872,0,330602,0,34,85.65,20000,0,11,6,4,2252,12,2,0,0,0,0,0,0
1873,0,330621,1,38,0.08,10000,0,14,8,4,1632,7,1,1,1,0,0,0,0
1874,0,330621,1,52,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,330621,1,27,42.28,10000,300000,3,3,3,537,14,1,1,1,0,0,0,0
1876,0,330621,1,39,160.37,10000,0,1,1,1,0,4,2,1,1,1,0,1,1
1877,0,330621,1,42,2244.65,10000,0,3,3,1,0,1,1,0,0,0,0,0,0
1878,0,330621,1,27,8.38,5000,0,4,2,1,0,1,1,1,1,0,0,0,0
1879,0,330621,1,22,19.9,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,0,339005,0,35,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,0,330621,1,26,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,0,330621,0,29,61000,10000,0,7,4,0,0,0,0,0,0,0,0,0,0
1883,0,330621,0,37,150000.39,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,0,330621,0,32,3.84,20000,0,9,7,3,806,5,1,0,0,0,0,0,0
1885,0,330621,1,31,524.69,5000,0,3,2,2,1177,13,2,1,1,0,0,0,0
1886,0,330621,1,27,0,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
1887,0,330621,1,30,284.52,10000,0,4,3,1,0,1,1,1,1,0,0,0,0
1888,0,330621,1,25,45000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,0,330621,1,28,595.6,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,330621,1,40,1862.97,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,330621,1,24,3600.05,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,330602,1,39,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,0,330621,1,60,454.15,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,0,330621,1,30,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,330621,1,37,556.78,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,330621,1,47,7647.55,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,330621,0,41,58.51,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,330106,1,35,0,10000,0,2,2,1,308,2,1,1,1,0,0,0,0
1899,0,330621,1,58,649.05,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,330602,1,53,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,330621,1,40,139.45,2000,2900000,9,6,5,63407,96,3,2,1,0,0,0,0
1902,0,330682,1,38,2307.1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,0,522127,0,38,0.57,20000,0,1,1,1,0,1,1,3,1,1,0,1,1
1904,0,330621,1,60,228.73,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,330602,1,36,0,15000,0,7,4,1,8,1,1,0,0,0,0,0,0
1906,0,339005,1,27,112.33,20000,0,6,5,0,0,0,0,0,0,0,0,0,0
1907,0,330621,1,51,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,0,330621,1,29,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,330621,1,28,2.35,10000,0,2,1,1,0,2,1,0,0,0,0,0,0
1910,0,330602,1,24,0,3000,0,2,1,0,0,0,0,0,0,0,0,0,0
1911,0,422126,1,40,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,330621,1,34,245.14,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,330621,1,38,12777.16,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,0,330602,1,41,66.1,20000,0,7,4,0,0,0,0,2,2,1,10382,1,1
1915,0,330621,1,24,8.21,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
1916,0,330621,0,28,39.59,15000,0,3,3,1,482,1,1,0,0,0,0,0,0
1917,0,330621,0,47,0.52,8000,480000,2,2,1,29,6,1,1,1,0,0,0,0
1918,0,330621,0,31,248.82,3000,22039.57,6,4,1,749,17,2,2,2,0,0,0,0
1919,0,330324,1,40,453.04,30000,0,8,5,1,0,1,1,2,2,0,0,0,0
1920,0,330621,1,30,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,330621,1,46,116.91,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,330602,1,42,1.6,8000,0,3,3,1,1159,1,1,0,0,0,0,0,0
1923,0,330621,1,30,701.39,20000,0,4,4,1,1123,2,1,4,3,0,0,0,0
1924,0,330621,0,24,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,330621,1,45,162.92,10000,0,2,2,1,0,2,1,1,1,0,0,0,0
1926,0,330621,1,26,22.16,10000,0,8,6,1,36,2,1,1,1,0,0,0,0
